win_rate_s1,win_rate_s2,win_rate_delta,toss_conversion_rate_s1,toss_conversion_rate_s2,toss_conversion_rate_delta,batting_first_win_rate_s1,batting_first_win_rate_s2,batting_first_win_rate_delta,chasing_win_rate_s1,chasing_win_rate_s2,chasing_win_rate_delta,close_match_win_rate_s1,close_match_win_rate_s2,close_match_win_rate_delta
70.0,14.3,-55.7,60.0,0.0,-60.0,50.0,0.0,-50.0,75.0,25.0,-50.0,0,0,0
